Posting Date,Entry Type,Document Type,Document No.,Item No.,Description,Brand Code,Production Date,Expiration Date,Lot No.,Location Code,Quantity,Invoiced Quantity,Remaining Quantity,Net Weight,Quantity (Source UOM),Sales Amount (Actual),Cost Amount (Actual),Cost Amount (Non-Invtbl.),Open,Order Type,Entry No.,Item Category Code,Product Group Code
5/23/2019,Sale,Sales Shipment,SHP103339,01-11-019-OG,"OG Mixed Heirloom Tomatoes, 10 lb...",,,5/20/2020,G-WO-140,DURHAM,-5,-5,0,0,-5,165,-130,0,No, ,6267,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103339,01-11-031-OG,"OG Red Grape Tomatoes, 12 ct...",,,5/22/2020,G-WJ-142,DURHAM,-4,-4,0,0,-4,120,-86,0,No, ,6266,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103339,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,5/14/2020,G-WT-133,DURHAM,-1,-1,0,-40,-1,42,-30,0,No, ,6265,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103339,01-46-001-NC,"Non-Cert. Murasaki Sweet Potato, 40 lb.",,,5/1/2020,G-RG-121,DURHAM,-1,-1,0,-40,-1,38,-28,0,No, ,6264,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103339,01-06-007-OG,"OG Red Onions, 25 lb.....",,,5/4/2020,G-OS-124,DURHAM,-1,-1,0,0,-1,26,-22.5,0,No, ,6263,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103339,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/22/2020,G-CO-142,DURHAM,-2,-2,0,-50,-2,69,-58,0,No, ,6262,KALES,
5/23/2019,Sale,Sales Shipment,SHP103339,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/20/2020,G-CO-140,DURHAM,-1,-1,0,-20,-1,32.5,-26,0,No, ,6261,KALES,
5/23/2019,Sale,Sales Shipment,SHP103339,01-03-023-OG,"OG Red Cabbage, 45 lb., Florida",,,5/8/2020,IN-128,DURHAM,-1,-1,0,0,-1,36,-31.74,0,No, ,6260,CABBAGE,
5/23/2019,Sale,Sales Shipment,SHP103339,01-03-011-OG,"OG Green Cabbage, 45 lb...",,,5/15/2020,G-IN-134,DURHAM,-1,-1,0,0,-1,32,-26.76,0,No, ,6259,CABBAGE,
5/23/2019,Sale,Sales Shipment,SHP103339,01-02-013-OG,"OG Broccoli, bunched, 14 ct...",,,5/17/2020,G-OD-137,DURHAM,-5,-5,0,0,-5,235,-195,0,No, ,6258,BROCCOLI,
5/23/2019,Sale,Sales Shipment,SHP103339,02-01-032-OG,"OG Blueberries, 12 x 1 pint",,,5/17/2020,G-CB-137,DURHAM,-6,-6,0,-72,-6,250.5,-184.5,0,No, ,6257,BERRIES,
5/23/2019,Sale,Sales Shipment,SHP103338,03-51-010-OG,"OG Kefir Soda, Watermelon Mint, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,-3,-3,0,0,-3,41.61,-33,0,No, ,6256,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103338,03-51-006-OG,"OG Kefir Soda, Ginger Turmeric 6 x 12 oz.",,,1/17/2020,BUC-1/17/20,DURHAM,-3,-3,0,0,-3,41.61,-33,0,No, ,6255,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103338,03-51-009-OG,"OG Kefir Soda, Strawberry Coconut, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,-3,-3,0,0,-3,41.61,-33,0,No, ,6254,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103338,03-51-008-OG,"OG Kefir Soda, Pear Ginger , 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,-3,-3,0,0,-3,41.61,-33,0,No, ,6253,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103338,03-50-033-OG,"OG Fire Buchi Kombucha, 6 x 12 oz.",,,2/9/2020,BUC-2/9/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6252,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103337,02-01-025-OG,"OG Strawberries, 8 x 1 lb...",,,5/22/2020,G-CO-142,DURHAM,-14,-14,0,0,-14,350,-308,0,No, ,6251,BERRIES,
5/23/2019,Sale,Sales Shipment,SHP103337,01-11-031-OG,"OG Red Grape Tomatoes, 12 ct...",,,5/22/2020,G-WJ-142,DURHAM,-5,-5,0,0,-5,150,-107.5,0,No, ,6250,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103337,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,5/14/2020,G-WT-133,DURHAM,-4,-4,0,-160,-4,168,-120,0,No, ,6249,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103337,01-09-015-OG,"OG Red Radish, bunched, 24 ct...",,,5/17/2020,G-UH-137,DURHAM,-2,-2,0,-30,-2,58.5,-42,0,No, ,6248,RADISHES,
5/23/2019,Sale,Sales Shipment,SHP103337,01-06-007-OG,"OG Red Onions, 25 lb.....",,,5/4/2020,G-OS-124,DURHAM,-3,-3,0,0,-3,78,-67.5,0,No, ,6247,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103337,01-06-013-OG,"OG Vidalia Onions, 40 lb.....",,,5/20/2020,G-OS-141,DURHAM,-5,-5,0,0,-5,198.75,-147.5,0,No, ,6246,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103337,01-03-023-OG,"OG Red Cabbage, 45 lb., Florida",,,5/8/2020,IN-128,DURHAM,-2,-2,0,0,-2,72,-63.47,0,No, ,6245,CABBAGE,
5/23/2019,Sale,Sales Shipment,SHP103337,01-03-011-OG,"OG Green Cabbage, 45 lb...",,,5/15/2020,G-IN-134,DURHAM,-2,-2,0,0,-2,64,-53.51,0,No, ,6244,CABBAGE,
5/23/2019,Sale,Sales Shipment,SHP103336,03-50-033-OG,"OG Fire Buchi Kombucha, 6 x 12 oz.",,,2/9/2020,BUC-2/9/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6243,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103336,03-50-012-OG,"OG SOVEREIGN Buchi Kombucha, 12 x 12 oz..",,,1/5/2020,BUC-1/5/20,DURHAM,-1,-1,0,0,-1,33.8,-22.5,0,No, ,6242,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103336,03-50-023-OG,"OG EARTH Buchi Kombucha, 12 x 12 oz....",,,12/19/2019,BUC-12/19/19,DURHAM,-1,-1,0,0,-1,33.8,-22.8,0,No, ,6241,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103336,03-50-003-OG,"OG AVONLEA Buchi Kombucha, 12 x 12 oz....",,,1/5/2020,BUC-1/5/20,DURHAM,-1,-1,0,0,-1,33.8,-22.8,0,No, ,6240,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103335,02-01-025-OG,"OG Strawberries, 8 x 1 lb...",,,5/22/2020,G-CO-142,DURHAM,-1,-1,0,0,-1,28,-22,0,No, ,6239,BERRIES,
5/23/2019,Sale,Sales Shipment,SHP103335,03-26-001-NC,"Non-Cert. Canola Oil, Expeller-Pressed GMO-Fre",,,,OIL-120,DURHAM,-6,-6,0,0,-6,250.2,-184.5,0,No, ,6238,OIL,
5/23/2019,Sale,Sales Shipment,SHP103334,01-60-008-OG,"OG Purple-Top Turnips, 25 lb...",,,5/17/2020,G-CO-137,DURHAM,-1,-1,0,0,-1,32,-25,0,No, ,6237,TURNIPS,
5/23/2019,Sale,Sales Shipment,SHP103334,01-11-007-NC,"Non-Cert. Red Slicing Tomatoes, 18 lb...",,,5/22/2020,G-STC-142,DURHAM,-12,-12,0,0,-12,504,-432,0,No, ,6236,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103334,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,5/14/2020,G-WT-133,DURHAM,-8,-8,0,-320,-8,320,-240,0,No, ,6235,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103334,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/22/2020,G-CO-142,DURHAM,-1,-1,0,-25,-1,34,-29,0,No, ,6234,KALES,
5/23/2019,Sale,Sales Shipment,SHP103334,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/20/2020,G-CO-140,DURHAM,-1,-1,0,-20,-1,32.5,-26,0,No, ,6233,KALES,
5/23/2019,Sale,Sales Shipment,SHP103333,02-01-025-OG,"OG Strawberries, 8 x 1 lb...",,,5/22/2020,G-CO-142,DURHAM,-10,-10,0,0,-10,250,-220,0,No, ,6232,BERRIES,
5/23/2019,Sale,Sales Shipment,SHP103333,01-11-031-OG,"OG Red Grape Tomatoes, 12 ct...",,,5/22/2020,G-WJ-142,DURHAM,-9,-9,0,0,-9,270,-193.5,0,No, ,6231,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103333,01-47-001-OG,"OG Red Hawaiian Turmeric, 1 lb...",,,4/26/2020,SP-116,DURHAM,-5,-5,0,0,-5,50,-37.5,0,No, ,6230,TURMERIC,
5/23/2019,Sale,Sales Shipment,SHP103333,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,5/14/2020,G-WT-133,DURHAM,-2,-2,0,-80,-2,84,-60,0,No, ,6229,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103333,01-06-013-OG,"OG Vidalia Onions, 40 lb.....",,,5/20/2020,G-OS-141,DURHAM,-6,-6,0,0,-6,238.5,-177,0,No, ,6228,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103333,01-09-015-OG,"OG Red Radish, bunched, 24 ct...",,,5/17/2020,G-UH-137,DURHAM,-2,-2,0,-30,-2,58.5,-42,0,No, ,6227,RADISHES,
5/23/2019,Sale,Sales Shipment,SHP103333,01-52-003-OG,"OG Spinach, bunched, 12 ct.",,,5/22/2020,CG-142,DURHAM,-1,-1,0,0,-1,25.75,-21,0,No, ,6226,SPINACH,
5/23/2019,Sale,Sales Shipment,SHP103333,01-06-003-OG,"OG Green Spring Onions, bunched, 12 ct...",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,-6,-1,22.5,-18,0,No, ,6225,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103333,01-30-009-OG,"OG Slicing Cucumbers, 20 lb...",,,5/22/2020,G-WO-142,DURHAM,-1,-1,0,0,-1,28,-22,0,No, ,6224,CUCUMBERS,
5/23/2019,Sale,Sales Shipment,SHP103333,01-03-011-OG,"OG Green Cabbage, 45 lb...",,,5/15/2020,G-IN-134,DURHAM,-1,-1,0,0,-1,32,-26.76,0,No, ,6223,CABBAGE,
5/23/2019,Sale,Sales Shipment,SHP103333,01-02-013-OG,"OG Broccoli, bunched, 14 ct...",,,5/17/2020,G-OD-137,DURHAM,-8,-8,0,0,-8,376,-312,0,No, ,6222,BROCCOLI,
5/23/2019,Sale,Sales Shipment,SHP103332,03-50-035-OG,"OG Seed Buchi Kombucha, 6 x 12 oz.",,,2/16/2020,BUC-2/16/20,DURHAM,-4,-4,0,0,-4,55.48,-44,0,No, ,6221,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-50-031-OG,"OG Legacy Buchi Kombucha, 6 x 12 oz.",,,2/16/2020,BUC-2/16/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6220,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-50-038-OG,"OG Water Buchi Kombucha, 6 x 12 oz.",,,2/16/2020,BUC-2/16/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6219,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-50-032-OG,"OG Earth Buchi Kombucha, 6 x 12 oz",,,2/23/2020,BUC-2/23/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6218,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-50-033-OG,"OG Fire Buchi Kombucha, 6 x 12 oz.",,,2/9/2020,BUC-2/9/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6217,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-50-036-OG,"OG Sovereign Buchi Kombucha, 6 x 12 oz.",,,2/23/2020,BUC-2/23/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6216,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-50-030-OG,"OG Air Buchi Kombucha, 6 x 12 oz.",,,2/16/2020,BUC-2/16/20,DURHAM,-4,-4,0,0,-4,55.48,-44,0,No, ,6215,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-51-010-OG,"OG Kefir Soda, Watermelon Mint, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,-4,-4,0,0,-4,55.48,-44,0,No, ,6214,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-51-009-OG,"OG Kefir Soda, Strawberry Coconut, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6213,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-51-008-OG,"OG Kefir Soda, Pear Ginger , 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6212,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-51-007-OG,"OG Kefir Soda, Lemon Lime, 6 x 12 oz.",,,1/17/2020,BUC-1/17/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6211,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103332,03-51-006-OG,"OG Kefir Soda, Ginger Turmeric 6 x 12 oz.",,,1/17/2020,BUC-1/17/20,DURHAM,-2,-2,0,0,-2,27.74,-22,0,No, ,6210,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103331,01-09-007-OG,"OG Easter Egg Radishes, 24 ct...",,,5/17/2020,G-UH-137,DURHAM,-1,-1,0,0,-1,36,-30,0,No, ,6209,RADISHES,
5/23/2019,Sale,Sales Shipment,SHP103331,01-18-027-NC,"Non-Cert. Watercress, 3 lb...",,,5/21/2020,G-CPP-141,DURHAM,-1,-1,0,0,-1,23,-16,0,No, ,6208,LETTUCE,
5/23/2019,Sale,Sales Shipment,SHP103331,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/22/2020,G-CO-142,DURHAM,-3,-3,0,-75,-3,102,-87,0,No, ,6207,KALES,
5/23/2019,Sale,Sales Shipment,SHP103330,01-46-009-OG,"OG Covington Sweet Potatoes, JUMBO, 40 lb...",,,5/7/2020,G-RG-127,DURHAM,-4,-4,0,0,-4,88,-72,0,No, ,6206,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103330,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/22/2020,G-CO-142,DURHAM,-1,-1,0,-25,-1,34,-29,0,No, ,6205,KALES,
5/23/2019,Sale,Sales Shipment,SHP103330,01-02-003-NC,"Non-Cert. Broccoli Crowns, 20 lb...",,,5/21/2020,G-RG-141,DURHAM,-4,-4,0,0,-4,95,-76,0,No, ,6204,BROCCOLI,
5/23/2019,Sale,Sales Shipment,SHP103330,01-21-019-OG,"OG Red Beets, 25 lb.",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,0,-1,32,-24,0,No, ,6203,BEETS,
5/23/2019,Sale,Sales Shipment,SHP103329,01-60-008-OG,"OG Purple-Top Turnips, 25 lb...",,,5/17/2020,G-CO-137,DURHAM,-1,-1,0,0,-1,32,-25,0,No, ,6202,TURNIPS,
5/23/2019,Sale,Sales Shipment,SHP103329,01-11-019-OG,"OG Mixed Heirloom Tomatoes, 10 lb...",,,5/20/2020,G-WO-140,DURHAM,-6,-6,0,0,-6,180,-156,0,No, ,6201,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103329,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,5/14/2020,G-WT-133,DURHAM,-2,-2,0,-80,-2,80,-60,0,No, ,6200,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103329,01-18-007-NC,"Non-Cert. Butterhead Lettuce, 12 ct...",,,5/20/2020,LLU-141,DURHAM,-1,-1,0,0,-1,22.5,-18.5,0,No, ,6199,LETTUCE,
5/23/2019,Sale,Sales Shipment,SHP103329,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/22/2020,G-CO-142,DURHAM,-3,-3,0,-75,-3,102,-87,0,No, ,6198,KALES,
5/23/2019,Sale,Sales Shipment,SHP103329,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/20/2020,G-CO-140,DURHAM,-2,-2,0,-40,-2,65,-52,0,No, ,6197,KALES,
5/23/2019,Sale,Sales Shipment,SHP103328,01-11-005-NC,"Non-Cert. Heirloom Artisan Mixed Tomatoes, 12x1pt.",,,5/20/2020,CSN-140,DURHAM,-3,-3,0,0,-3,108,-84,0,No, ,6196,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103328,01-11-019-OG,"OG Mixed Heirloom Tomatoes, 10 lb...",,,5/20/2020,G-WO-140,DURHAM,-7,-7,0,0,-7,231,-182,0,No, ,6195,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103328,01-02-013-OG,"OG Broccoli, bunched, 14 ct...",,,5/17/2020,G-OD-137,DURHAM,-8,-8,0,0,-8,376,-312,0,No, ,6194,BROCCOLI,
5/23/2019,Sale,Sales Shipment,SHP103328,01-06-007-OG,"OG Red Onions, 25 lb.....",,,5/4/2020,G-OS-124,DURHAM,-1,-1,0,0,-1,26,-22.5,0,No, ,6193,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103328,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,5/14/2020,G-WT-133,DURHAM,-2,-2,0,-80,-2,84,-60,0,No, ,6192,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103328,01-46-001-NC,"Non-Cert. Murasaki Sweet Potato, 40 lb.",,,5/1/2020,G-RG-121,DURHAM,-1,-1,0,-40,-1,38,-28,0,No, ,6191,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103328,01-06-013-OG,"OG Vidalia Onions, 40 lb.....",,,5/20/2020,G-OS-141,DURHAM,-2,-2,0,0,-2,79.5,-59,0,No, ,6190,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103328,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/22/2020,G-CO-142,DURHAM,-3,-3,0,-75,-3,103.5,-87,0,No, ,6189,KALES,
5/23/2019,Sale,Sales Shipment,SHP103328,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/20/2020,G-CO-140,DURHAM,-2,-2,0,-40,-2,65,-52,0,No, ,6188,KALES,
5/23/2019,Sale,Sales Shipment,SHP103328,01-03-023-OG,"OG Red Cabbage, 45 lb., Florida",,,5/8/2020,IN-128,DURHAM,-1,-1,0,0,-1,36,-31.74,0,No, ,6187,CABBAGE,
5/23/2019,Sale,Sales Shipment,SHP103328,01-03-011-OG,"OG Green Cabbage, 45 lb...",,,5/15/2020,G-IN-134,DURHAM,-1,-1,0,0,-1,32,-26.76,0,No, ,6186,CABBAGE,
5/23/2019,Sale,Sales Shipment,SHP103327,03-50-023-OG,"OG EARTH Buchi Kombucha, 12 x 12 oz....",,,12/19/2019,BUC-12/19/19,DURHAM,-1,-1,0,0,-1,33.8,-22.8,0,No, ,6185,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103327,03-51-002-OG,"OG Kefir Soda, Lemon Lime, 12 x 12 oz",,,10/19/2019,BUC-10/19/19,DURHAM,-1,-1,0,0,-1,33.8,-22.5,0,No, ,6184,GROCERY KOMBUCHA,
5/23/2019,Sale,Sales Shipment,SHP103327,03-34-009-NC,"Non-Cert. Snow Camp Goat Cheese, 4 oz.",,,6/9/2019,GLD-060919,DURHAM,-4,-4,0,0,-4,18.76,-14.08,0,No, ,6183,GROCERY CHEESE,
5/23/2019,Sale,Sales Shipment,SHP103326,03-26-001-NC,"Non-Cert. Canola Oil, Expeller-Pressed GMO-Fre",,,,OIL-120,DURHAM,-3,-3,0,0,-3,125.1,-92.25,0,No, ,6182,OIL,
5/23/2019,Sale,Sales Shipment,SHP103326,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,5/14/2020,G-CPP-134,DURHAM,-2,-2,0,0,-2,73,-55,0,No, ,6181,LETTUCE,
5/23/2019,Sale,Sales Shipment,SHP103325,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,5/21/2020,G-CPP-141,DURHAM,-2,-2,0,0,-2,73,-55,0,No, ,6180,LETTUCE,
5/23/2019,Sale,Sales Shipment,SHP103324,01-11-007-NC,"Non-Cert. Red Slicing Tomatoes, 18 lb...",,,5/20/2020,G-STC-140,DURHAM,-6,-6,0,0,-6,252,-216,0,No, ,6179,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103324,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,5/14/2020,G-WT-133,DURHAM,-4,-4,0,-160,-4,160,-120,0,No, ,6178,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103324,01-18-007-NC,"Non-Cert. Butterhead Lettuce, 12 ct...",,,5/20/2020,LLU-141,DURHAM,-4,-4,0,0,-4,90,-74,0,No, ,6177,LETTUCE,
5/23/2019,Sale,Sales Shipment,SHP103324,01-04-033-OG,"OG Red Kale, bunched, 24 ct...",,,5/22/2020,G-CO-142,DURHAM,-1,-1,0,-25,-1,34,-29,0,No, ,6176,KALES,
5/23/2019,Sale,Sales Shipment,SHP103324,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/21/2020,G-CO-140,DURHAM,-4,-4,0,-100,-4,136,-116,0,No, ,6175,KALES,
5/23/2019,Sale,Sales Shipment,SHP103324,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/20/2020,G-CO-140,DURHAM,-4,-4,0,-80,-4,130,-104,0,No, ,6174,KALES,
5/23/2019,Sale,Sales Shipment,SHP103324,01-17-006-OG,"OG Collards, bunched, 24 ct...",,,5/20/2020,G-CO-140,DURHAM,-2,-2,0,-40,-2,64,-50,0,No, ,6173,COLLARDS,
5/23/2019,Sale,Sales Shipment,SHP103323,01-60-008-OG,"OG Purple-Top Turnips, 25 lb...",,,5/17/2020,G-CO-137,DURHAM,-1,-1,0,0,-1,32,-25,0,No, ,6172,TURNIPS,
5/23/2019,Sale,Sales Shipment,SHP103323,01-18-007-NC,"Non-Cert. Butterhead Lettuce, 12 ct...",,,5/20/2020,LLU-141,DURHAM,-2,-2,0,0,-2,45,-37,0,No, ,6171,LETTUCE,
5/23/2019,Sale,Sales Shipment,SHP103323,01-09-007-OG,"OG Easter Egg Radishes, 24 ct...",,,5/17/2020,G-UH-137,DURHAM,-1,-1,0,0,-1,36,-30,0,No, ,6170,RADISHES,
5/23/2019,Sale,Sales Shipment,SHP103323,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/21/2020,G-CO-140,DURHAM,-1,-1,0,-25,-1,34,-29,0,No, ,6169,KALES,
5/23/2019,Sale,Sales Shipment,SHP103323,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/20/2020,G-CO-140,DURHAM,-2,-2,0,-40,-2,65,-52,0,No, ,6168,KALES,
5/23/2019,Sale,Sales Shipment,SHP103323,01-17-006-OG,"OG Collards, bunched, 24 ct...",,,5/20/2020,G-CO-140,DURHAM,-1,-1,0,-20,-1,32,-25,0,No, ,6167,COLLARDS,
5/23/2019,Sale,Sales Shipment,SHP103323,01-02-003-NC,"Non-Cert. Broccoli Crowns, 20 lb...",,,5/21/2020,G-RG-141,DURHAM,-4,-4,0,0,-4,95,-76,0,No, ,6166,BROCCOLI,
5/23/2019,Sale,Sales Shipment,SHP103323,01-21-019-OG,"OG Red Beets, 25 lb.",,,5/15/2020,G-CO-135,DURHAM,-2,-2,0,0,-2,64,-48,0,No, ,6165,BEETS,
5/23/2019,Sale,Sales Shipment,SHP103322,01-18-036-OG,"OG Spicy Salad Lettuce Mix, Sample bag",,,5/21/2020,HB-141,DURHAM,-1,-1,0,0,-1,0,0,0,No, ,6164,SALAD MIX,
5/23/2019,Sale,Sales Shipment,SHP103322,01-47-001-OG,"OG Red Hawaiian Turmeric, 1 lb...",,,4/26/2020,SP-116,DURHAM,-1,-1,0,0,-1,10.5,-7.5,0,No, ,6163,TURMERIC,
5/23/2019,Sale,Sales Shipment,SHP103322,01-11-020-OG,"OG Mixed Heirloom Tomatoes, Grade 2, 10 lb...",,,5/20/2020,G-WO-140,DURHAM,-2,-2,0,0,-2,48,-46,0,No, ,6162,TOMATOES,
5/23/2019,Sale,Sales Shipment,SHP103322,01-46-009-OG,"OG Covington Sweet Potatoes, JUMBO, 40 lb...",,,5/7/2020,G-RG-127,DURHAM,-2,-2,0,0,-2,52,-36,0,No, ,6161,SWEET POTATOES,
5/23/2019,Sale,Sales Shipment,SHP103322,01-06-007-OG,"OG Red Onions, 25 lb.....",,,5/4/2020,G-OS-124,DURHAM,-1,-1,0,0,-1,26,-22.5,0,No, ,6160,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103322,01-06-013-OG,"OG Vidalia Onions, 40 lb.....",,,5/20/2020,G-OS-141,DURHAM,-1,-1,0,0,-1,39.75,-29.5,0,No, ,6159,ONIONS,
5/23/2019,Sale,Sales Shipment,SHP103322,01-30-019-OG,"OG Lemon Cucumbers, 20 lb.",,,5/22/2020,G-WO-142,DURHAM,-1,-1,0,0,-1,32,-27,0,No, ,6158,CUCUMBERS,
5/23/2019,Sale,Sales Shipment,SHP103322,01-02-003-NC,"Non-Cert. Broccoli Crowns, 20 lb...",,,5/21/2020,G-RG-141,DURHAM,-1,-1,0,0,-1,27,-19,0,No, ,6157,BROCCOLI,
5/23/2019,Sale,Sales Shipment,SHP103321,01-18-038-OG,"OG Super Salad Lettuce Mix, Sample bag",,,5/21/2020,HB-141,DURHAM,-1,-1,0,0,-1,0,0,0,No, ,6156,SALAD MIX,
5/23/2019,Sale,Sales Shipment,SHP103321,01-18-037-OG,"OG Summer Salad Lettuce Mix, Sample bag",,,5/21/2020,HB-141,DURHAM,-1,-1,0,0,-1,0,0,0,No, ,6155,SALAD MIX,
5/23/2019,Sale,Sales Shipment,SHP103321,03-49-001-NC,"Non-Cert. Sorghum, 1 gallon..",,,,MPS-115,DURHAM,-1,-1,0,0,-1,36.5,-32.96,0,No, ,6154,GROCERY SORGHUM,
5/23/2019,Sale,Sales Shipment,SHP103321,01-47-001-OG,"OG Red Hawaiian Turmeric, 1 lb...",,,4/26/2020,SP-116,DURHAM,-1,-1,0,0,-1,10.5,-7.5,0,No, ,6153,TURMERIC,
5/23/2019,Sale,Sales Shipment,SHP103321,01-40-007-OG,"OG Green Zucchini Squash, 20 lb...",,,5/22/2020,G-WO-142,DURHAM,-1,-1,0,0,-1,32,-23,0,No, ,6152,HARD SQUASH,
5/23/2019,Sale,Sales Shipment,SHP103321,01-18-031-OG,"OG Spicy Lettuce Mix, 3 lb.",,,5/21/2020,HB-141,DURHAM,-1,-1,0,0,-1,22.5,-18,0,No, ,6151,LETTUCE,
