Posting Date,Entry Type,Document Type,Document No.,Item No.,Description,Brand Code,Production Date,Expiration Date,Lot No.,Location Code,Quantity,Invoiced Quantity,Remaining Quantity,Net Weight,Quantity (Source UOM),Sales Amount (Actual),Cost Amount (Actual),Cost Amount (Non-Invtbl.),Open,Order Type,Entry No.,Item Category Code,Product Group Code
5/16/2019,Sale,Sales Shipment,SHP103200,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,-15,-1,22.5,-18,0,No, ,5367,RADISHES,
5/16/2019,Sale,Sales Shipment,SHP103200,01-18-007-NC,"Non-Cert. Butterhead Lettuce, 12 ct...",,,5/14/2020,LLU-134,DURHAM,-1,-1,0,0,-1,22.5,-18.5,0,No, ,5366,LETTUCE,
5/16/2019,Sale,Sales Shipment,SHP103200,01-04-033-OG,"OG Red Kale, bunched, 24 ct...",,,5/10/2020,G-CO-130,DURHAM,-1,-1,0,0,-1,34,-29,0,No, ,5365,KALES,
5/16/2019,Sale,Sales Shipment,SHP103200,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/13/2020,G-CO-133,DURHAM,-3,-3,0,0,-3,102,-87,0,No, ,5364,KALES,
5/16/2019,Sale,Sales Shipment,SHP103200,01-42-008-OG,"OG Rainbow Chard, bunched, 24 ct...",,,5/10/2020,G-UH-130,DURHAM,-1,-1,0,-25,-1,33,-26,0,No, ,5363,CHARD,
5/16/2019,Sale,Sales Shipment,SHP103200,01-19-007-OG,"OG Mustard Greens, bunched, 24 ct...",,,5/13/2020,G-CO-133,DURHAM,-1,-1,0,0,-1,27,-19,0,No, ,5362,MUSTARD,
5/16/2019,Sale,Sales Shipment,SHP103200,01-17-006-OG,"OG Collards, bunched, 24 ct...",,,5/10/2020,G-UH-130,DURHAM,-2,-2,0,-40,-2,64,-50,0,No, ,5361,COLLARDS,
5/16/2019,Sale,Sales Shipment,SHP103200,01-21-020-OG,"OG Red Beets, bunched, 12 ct.",,,5/8/2020,G-UH-128,DURHAM,-1,-1,0,0,-1,23,-18,0,No, ,5360,BEETS,
5/16/2019,Sale,Sales Shipment,SHP103200,01-21-019-OG,"OG Red Beets, 25 lb.",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,0,-1,32,-24,0,No, ,5359,BEETS,
5/16/2019,Sale,Sales Shipment,SHP103198,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,0,-1,20,-18,0,No, ,5358,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103198,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,-15,-1,22.5,-18,0,No, ,5357,RADISHES,
5/16/2019,Sale,Sales Shipment,SHP103198,01-30-006-OG,"OG Pickling Cucumbers, 20 lb...",,,5/8/2020,G-WO-128,DURHAM,-1,-1,0,0,-1,28,-20,0,No, ,5356,CUCUMBERS,
5/16/2019,Sale,Sales Shipment,SHP103198,01-03-023-OG,"OG Red Cabbage, 45 lb., Florida",,,5/8/2020,IN-128,DURHAM,-1,-1,0,0,-1,36,-31.74,0,No, ,5355,CABBAGE,
5/16/2019,Sale,Sales Shipment,SHP103198,01-03-021-OG,"OG Sharphead Cabbage, 35 lb...",,,5/8/2020,G-CO-128,DURHAM,-1,-1,0,0,-1,35,-20,0,No, ,5354,CABBAGE,
5/16/2019,Sale,Sales Shipment,SHP103197,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,-15,-1,23.5,-18,0,No, ,5353,RADISHES,
5/16/2019,Sale,Sales Shipment,SHP103197,01-21-019-OG,"OG Red Beets, 25 lb.",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,0,-1,33.25,-24,0,No, ,5352,BEETS,
5/16/2019,Sale,Sales Shipment,SHP103197,03-53-005-OG,"OG Unbleached Bread Flour, 25 lb.",,,,LM-135,DURHAM,-2,-2,0,0,-2,44.7,-35.75,0,No, ,5351,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103197,03-53-002-OG,"OG All Purpose Flour, 25 lb.",,,,LM-135,DURHAM,-1,-1,0,0,-1,21.41,-17.13,0,No, ,5350,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103197,03-26-001-NC,"Non-Cert. Canola Oil, Expeller-Pressed GMO-Fre",,,,OIL-120,DURHAM,-3,-3,0,0,-3,125.1,-92.25,0,No, ,5349,OIL,
5/16/2019,Sale,Sales Shipment,SHP103196,03-50-016-OG,"OG UNLIMITED Buchi Kombucha, 12 x 12 oz..",,,12/20/2019,BUC-108,DURHAM,-1,-1,0,0,-1,33.8,-22.5,0,No, ,5348,GROCERY KOMBUCHA,
5/16/2019,Sale,Sales Shipment,SHP103196,03-50-003-OG,"OG AVONLEA Buchi Kombucha, 12 x 12 oz....",,,1/5/2020,BUC-1/5/20,DURHAM,-1,-1,0,0,-1,33.8,-22.8,0,No, ,5347,GROCERY KOMBUCHA,
5/16/2019,Sale,Sales Shipment,SHP103196,03-51-003-OG,"OG Kefir Soda, Pear Ginger , 12 x 12 oz",,,12/2/2019,BUC-12/02/19,DURHAM,-1,-1,0,0,-1,33.8,-22.5,0,No, ,5346,GROCERY KOMBUCHA,
5/16/2019,Sale,Sales Shipment,SHP103196,03-51-011-OG,"OG Kefir Soda, Lemon Lime, 5 gallon keg",,,1/7/2020,BUC-1/7/20,DURHAM,-1,-1,0,0,-1,127.8,-103,0,No, ,5345,GROCERY KOMBUCHA,
5/16/2019,Sale,Sales Shipment,SHP103195,01-46-010-OG,"OG Garnet Sweet Potatoes, 40 lb...",,,5/8/2020,NJ-128,DURHAM,-2,-2,0,-80,-2,84,-64,0,No, ,5344,SWEET POTATOES,
5/16/2019,Sale,Sales Shipment,SHP103195,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,5/15/2020,G-CO-135,DURHAM,-4,-4,0,-60,-4,90,-72,0,No, ,5343,RADISHES,
5/16/2019,Sale,Sales Shipment,SHP103195,01-18-007-NC,"Non-Cert. Butterhead Lettuce, 12 ct...",,,5/14/2020,LLU-134,DURHAM,-2,-2,0,0,-2,45,-37,0,No, ,5342,LETTUCE,
5/16/2019,Sale,Sales Shipment,SHP103195,01-04-033-OG,"OG Red Kale, bunched, 24 ct...",,,5/10/2020,G-CO-130,DURHAM,-1,-1,0,0,-1,34,-29,0,No, ,5341,KALES,
5/16/2019,Sale,Sales Shipment,SHP103195,01-17-006-OG,"OG Collards, bunched, 24 ct...",,,5/10/2020,G-UH-130,DURHAM,-1,-1,0,-20,-1,32,-25,0,No, ,5340,COLLARDS,
5/16/2019,Sale,Sales Shipment,SHP103194,03-53-005-NC,"Non-Cert. Grits, 5 lb...",,,,FFF-075,DURHAM,-1,-1,0,0,-1,14.5,-11,0,No, ,5339,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103194,03-26-001-NC,"Non-Cert. Canola Oil, Expeller-Pressed GMO-Fre",,,,OIL-120,DURHAM,-3,-3,0,0,-3,125.1,-92.25,0,No, ,5338,OIL,
5/16/2019,Sale,Sales Shipment,SHP103194,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,5/14/2020,G-CPP-134,DURHAM,-2,-2,0,0,-2,73,-55,0,No, ,5337,LETTUCE,
5/16/2019,Sale,Sales Shipment,SHP103193,02-01-033-OG,"OG Strawberries, 1lb., Bulk",,,5/16/2020,G-CO-135,DURHAM,-4,-4,0,0,-4,10,0,0,No, ,5336,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103193,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-4,-4,0,0,-4,80,-72,0,No, ,5335,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103192,01-52-009-OG,"OG Spinach, 3 lb",,,5/8/2020,HB-128,DURHAM,-1,-1,0,0,-1,22,-17,0,No, ,5334,SPINACH,
5/16/2019,Sale,Sales Shipment,SHP103192,01-11-007-NC,"Non-Cert. Red Slicing Tomatoes, 18 lb...",,,5/13/2020,G-STC-133,DURHAM,-1,-1,0,0,-1,45,-36,0,No, ,5333,TOMATOES,
5/16/2019,Sale,Sales Shipment,SHP103192,01-11-019-OG,"OG Mixed Heirloom Tomatoes, 10 lb...",,,5/13/2020,G-WO-133,DURHAM,-1,-1,0,0,-1,35,-28,0,No, ,5332,TOMATOES,
5/16/2019,Sale,Sales Shipment,SHP103192,01-47-001-OG,"OG Red Hawaiian Turmeric, 1 lb...",,,4/26/2020,SP-116,DURHAM,-1,-1,0,0,-1,10.5,-7.5,0,No, ,5331,TURMERIC,
5/16/2019,Sale,Sales Shipment,SHP103192,03-50-019-OG,"OG WATER Buchi Kombucha, 12 x 12 oz..",,,1/12/2020,BUC-108,DURHAM,-1,-1,0,0,-1,33.8,-22.8,0,No, ,5330,GROCERY KOMBUCHA,
5/16/2019,Sale,Sales Shipment,SHP103191,03-33-001-NC,"Non-Cert. Ginger Pepper Jelly, 12 x 7 oz.",,,4/1/2021,TCF-098,DURHAM,-1,-1,0,0,-1,63,-60,0,No, ,5329,GROC JELLIES JAM,
5/16/2019,Sale,Sales Shipment,SHP103191,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-5,-5,0,0,-5,100,-90,0,No, ,5328,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103190,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,5/14/2020,G-CPP-134,DURHAM,-2,-2,0,0,-2,73,-55,0,No, ,5327,LETTUCE,
5/16/2019,Sale,Sales Shipment,SHP103189,01-28-010-NC,"Non-Cert. Shiitake Mushrooms, 3 lb...",,,5/13/2020,FFF-133,DURHAM,-1,-1,0,0,-1,30,-27,0,No, ,5326,MUSHROOMS,
5/16/2019,Sale,Sales Shipment,SHP103189,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,-15,-1,22.5,-18,0,No, ,5325,RADISHES,
5/16/2019,Sale,Sales Shipment,SHP103189,01-47-001-OG,"OG Red Hawaiian Turmeric, 1 lb...",,,4/26/2020,SP-116,DURHAM,-1,-1,0,0,-1,9.4,-7.5,0,No, ,5324,TURMERIC,
5/16/2019,Sale,Sales Shipment,SHP103189,01-11-031-OG,"OG Red Grape Tomatoes, 12 ct...",,,5/14/2020,G-WJ-134,DURHAM,-1,-1,0,0,-1,30,-21.5,0,No, ,5323,TOMATOES,
5/16/2019,Sale,Sales Shipment,SHP103189,01-18-027-NC,"Non-Cert. Watercress, 3 lb...",,,5/6/2020,G-CPP-127,DURHAM,-1,-1,0,0,-1,23,-16,0,No, ,5322,LETTUCE,
5/16/2019,Sale,Sales Shipment,SHP103188,03-53-013-OG,"OG Yellow Corn Grits, 25 lb",,,5/15/2020,LM-135,DURHAM,-1,-1,0,0,-1,29.69,-23.75,0,No, ,5321,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103188,03-53-010-OG,OG Malted X,,,5/15/2020,LM-135,DURHAM,-1,-1,0,0,-1,44.82,-35.85,0,No, ,5320,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103188,03-53-005-OG,"OG Unbleached Bread Flour, 25 lb.",,,,LM-135,DURHAM,-3,-3,0,0,-3,67.05,-53.63,0,No, ,5319,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103187,01-11-012-NC,"Non-Cert. Mixed Cherry Tomatoes, 10 lb",,,5/14/2020,CSN-134,DURHAM,-2,-2,0,0,-2,72,-56,0,No, ,5318,TOMATOES,
5/16/2019,Sale,Sales Shipment,SHP103187,03-53-002-NC,"Non-Cert. Stone Ground Cornmeal, 5 lb...",,,,FFF-092,DURHAM,-4,-4,0,0,-4,58,-24,0,No, ,5317,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103187,03-53-002-OG,"OG All Purpose Flour, 25 lb.",,,,LM-135,DURHAM,-4,-4,0,0,-4,85.64,-68.5,0,No, ,5316,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103187,01-18-031-OG,"OG Spicy Lettuce Mix, 3 lb.",,,5/8/2020,HB-128,DURHAM,-3,-3,0,0,-3,65.25,-54,0,No, ,5315,LETTUCE,
5/16/2019,Sale,Sales Shipment,SHP103187,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,5/13/2020,G-RG-133,DURHAM,-2,-2,0,-80,-2,84,-60,0,No, ,5314,SWEET POTATOES,
5/16/2019,Sale,Sales Shipment,SHP103187,01-18-034-OG,"OG Summer Salad Lettuce Mix, 3 lb",,,5/8/2020,HB-128,DURHAM,-1,-1,0,0,-1,23,-18,0,No, ,5313,LETTUCE,
5/16/2019,Sale,Sales Shipment,SHP103187,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/15/2020,G-CO-135,DURHAM,-4,-4,0,-80,-4,130,-104,0,No, ,5312,KALES,
5/16/2019,Sale,Sales Shipment,SHP103187,01-30-015-OG,"OG English Cucumbers, 20 lb.",,,5/15/2020,G-WO-135,DURHAM,-1,-1,0,0,-1,0,-30,0,No, ,5311,CUCUMBERS,
5/16/2019,Sale,Sales Shipment,SHP103187,01-21-017-OG,"OG Red Beets, 10 lb.",,,5/10/2020,G-CO-130,DURHAM,-3,-3,0,-36,-3,42,-30,0,No, ,5310,BEETS,
5/16/2019,Positive Adjmt., ,5/13/19 SALES CRCT,01-30-015-OG,"OG English Cucumbers, 20 lb.",,,5/15/2020,G-WO-135,DURHAM,1,1,0,0,1,0,30,0,No, ,5309,CUCUMBERS,
5/16/2019,Sale,Sales Shipment,SHP103186,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-3,-3,0,0,-3,60,-54,0,No, ,5308,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103185,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,0,-1,25,-18,0,No, ,5307,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103184,02-01-033-OG,"OG Strawberries, 1lb., Bulk",,,5/16/2020,G-CO-135,DURHAM,-6,-6,0,0,-6,15,0,0,No, ,5306,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103183,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-2,-2,0,0,-2,50,-36,0,No, ,5305,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103182,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-5,-5,0,0,-5,100,-90,0,No, ,5304,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103181,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-5,-5,0,0,-5,100,-90,0,No, ,5303,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103180,03-34-013-NC,"Non-Cert. Chevre Classic Log Goat Cheese, 4 lb.",,,8/2/2019,GLD-8/2/19,DURHAM,-1,-1,0,0,-1,48.21,-36.16,0,No, ,5302,GROCERY CHEESE,
5/16/2019,Sale,Sales Shipment,SHP103179,01-11-019-OG,"OG Mixed Heirloom Tomatoes, 10 lb...",,,5/13/2020,G-WO-133,DURHAM,-2,-2,0,0,-2,70,-56,0,No, ,5301,TOMATOES,
5/16/2019,Sale,Sales Shipment,SHP103179,01-06-013-OG,"OG Vidalia Onions, 40 lb.....",,,4/22/2020,G-OS-113,DURHAM,-1,-1,0,0,-1,36,-29.5,0,No, ,5300,ONIONS,
5/16/2019,Sale,Sales Shipment,SHP103179,01-10-014-OG,"OG Cilantro, bunched, 24 ct...",,,5/6/2020,G-UH-126,DURHAM,-2,-2,0,0,-2,30,-44,0,No, ,5299,HERBS,
5/16/2019,Sale,Sales Shipment,SHP103179,01-21-017-OG,"OG Red Beets, 10 lb.",,,5/10/2020,G-CO-130,DURHAM,-1,-1,0,-12,-1,14,-10,0,No, ,5298,BEETS,
5/16/2019,Positive Adjmt., ,5/13/19 RECLASS,02-01-033-OG,"OG Strawberries, 1lb., Bulk",,,5/16/2020,G-CO-135,DURHAM,10,10,0,0,10,0,0,0,No, ,5297,BERRIES,
5/16/2019,Negative Adjmt., ,5/13/19 RECLASS,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,-1,-1,0,0,-1,0,-18,0,No, ,5296,BERRIES,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-51-011-OG,"OG Kefir Soda, Lemon Lime, 5 gallon keg",,,1/7/2020,BUC-1/7/20,DURHAM,1,1,0,0,1,0,103,0,No, ,5295,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-020-OG,"OG WATER Buchi Kombucha, 5 gallon keg..",,,1/7/2020,BUC-1/26/20,DURHAM,1,1,1,0,1,0,103,0,Yes, ,5294,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-024-OG,"OG FIRE Buchi Kombucha, 5 gallon keg..",,,3/14/2020,BUC-3/14/20,DURHAM,6,6,6,0,6,0,618,0,Yes, ,5293,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-52-003-OG,"OG Shrub Soda, Mango Habanero, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,10,10,8,0,10,0,110,0,Yes, ,5292,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-52-002-OG,"OG Shrub Soda, Peach Ginger Cinnamon, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,10,10,8,0,10,0,110,0,Yes, ,5291,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-52-001-OG,"OG Shrub Soda, Watermelon Basil, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,10,10,8,0,10,0,110,0,Yes, ,5290,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-51-009-OG,"OG Kefir Soda, Strawberry Coconut, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,20,20,10,0,20,0,220,0,Yes, ,5289,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-51-010-OG,"OG Kefir Soda, Watermelon Mint, 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,20,20,5,0,20,0,220,0,Yes, ,5288,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-51-008-OG,"OG Kefir Soda, Pear Ginger , 6 x 12 oz.",,,1/7/2020,BUC-1/7/20,DURHAM,20,20,10,0,20,0,220,0,Yes, ,5287,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-51-006-OG,"OG Kefir Soda, Ginger Turmeric 6 x 12 oz.",,,1/17/2020,BUC-1/17/20,DURHAM,20,20,10,0,20,0,220,0,Yes, ,5286,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-51-007-OG,"OG Kefir Soda, Lemon Lime, 6 x 12 oz.",,,1/17/2020,BUC-1/17/20,DURHAM,20,20,14,0,20,0,220,0,Yes, ,5285,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-036-OG,"OG Sovereign Buchi Kombucha, 6 x 12 oz.",,,2/23/2020,BUC-2/23/20,DURHAM,16,16,9,0,16,0,176,0,Yes, ,5284,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-035-OG,"OG Seed Buchi Kombucha, 6 x 12 oz.",,,2/16/2020,BUC-2/16/20,DURHAM,10,10,1,0,10,0,110,0,Yes, ,5283,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-031-OG,"OG Legacy Buchi Kombucha, 6 x 12 oz.",,,2/16/2020,BUC-2/16/20,DURHAM,10,10,6,0,10,0,110,0,Yes, ,5282,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-032-OG,"OG Earth Buchi Kombucha, 6 x 12 oz",,,2/23/2020,BUC-2/23/20,DURHAM,10,10,6,0,10,0,110,0,Yes, ,5281,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-038-OG,"OG Water Buchi Kombucha, 6 x 12 oz.",,,2/16/2020,BUC-2/16/20,DURHAM,16,16,8,0,16,0,176,0,Yes, ,5280,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-030-OG,"OG Air Buchi Kombucha, 6 x 12 oz.",,,2/16/2020,BUC-2/16/20,DURHAM,16,16,8,0,16,0,176,0,Yes, ,5279,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107689,03-50-033-OG,"OG Fire Buchi Kombucha, 6 x 12 oz.",,,2/9/2020,BUC-2/9/20,DURHAM,16,16,0,0,16,0,176,0,No, ,5278,GROCERY KOMBUCHA,
5/16/2019,Purchase,Purchase Receipt,RCP107688,03-34-022-NC,"Non-Cert. Providence Goat Cheese, Wheel",,,11/15/2020,GLD-135,DURHAM,1,1,0,4.98,1,0,82.22,0,No, ,5277,GROCERY CHEESE,
5/16/2019,Purchase,Purchase Receipt,RCP107688,03-34-013-NC,"Non-Cert. Chevre Classic Log Goat Cheese, 4 lb.",,,8/10/2019,GLD-8/10/19,DURHAM,4,4,2,0,4,0,144.64,0,Yes, ,5276,GROCERY CHEESE,
5/16/2019,Purchase,Purchase Receipt,RCP107688,03-34-017-NC,"Non-Cert. Chevre Plain Log Goat Cheese, 5 oz.",,,8/9/2019,GLD-8/9/19,DURHAM,40,40,11,0,40,0,162,0,Yes, ,5275,GROCERY CHEESE,
5/16/2019,Purchase,Purchase Receipt,RCP107688,03-34-010-NC,"Non-Cert. Snow Camp Goat Cheese, 6 x 4 oz.",,,6/23/2019,GLD-6/23/19,DURHAM,3,3,3,0,3,0,63.36,0,Yes, ,5274,GROCERY CHEESE,
5/16/2019,Purchase,Purchase Receipt,RCP107688,03-34-015-NC,"Non-Cert. Chevre Fig & Honey Goat Cheese, 5 oz.",,,8/13/2019,GLD-8/13/19,DURHAM,20,20,20,0,20,0,85.2,0,Yes, ,5273,GROCERY CHEESE,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-21-019-OG,"OG Red Beets, 25 lb.",,,5/15/2020,G-CO-135,DURHAM,44,44,3,0,44,0,"1,056.00",0,Yes, ,5272,BEETS,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-17-006-OG,"OG Collards, bunched, 24 ct...",,,5/15/2020,G-CO-135,DURHAM,35,35,0,700,35,0,875,0,No, ,5271,COLLARDS,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,5/15/2020,G-CO-135,DURHAM,40,40,0,600,40,0,720,0,No, ,5270,RADISHES,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-04-028-OG,"OG Lacinato ""Dino"" Kale, bunched, 24 ct...",,,5/15/2020,G-CO-135,DURHAM,15,15,0,0,15,0,435,0,No, ,5269,KALES,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-03-021-OG,"OG Sharphead Cabbage, 35 lb...",,,5/15/2020,G-CO-135,DURHAM,7,7,3,0,7,0,140,0,Yes, ,5268,CABBAGE,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-06-003-OG,"OG Green Spring Onions, bunched, 12 ct...",,,5/15/2020,G-CO-135,DURHAM,22,22,0,132,22,0,396,0,No, ,5267,ONIONS,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-04-033-OG,"OG Red Kale, bunched, 24 ct...",,,5/15/2020,G-CO-135,DURHAM,20,20,0,0,20,0,580,0,No, ,5266,KALES,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/15/2020,G-CO-135,DURHAM,14,14,0,280,14,0,364,0,No, ,5265,KALES,
5/16/2019,Purchase,Purchase Receipt,RCP107687,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,5/13/2020,G-CO-133,DURHAM,1,1,1,20,1,0,26,0,Yes, ,5264,KALES,
5/16/2019,Purchase,Purchase Receipt,RCP107686,02-01-030-OG,"OG Strawberries, bulk 10 lb",,,5/15/2020,G-CO-135,DURHAM,58,58,0,0,58,0,"1,044.00",0,No, ,5263,BERRIES,
5/16/2019,Purchase,Purchase Receipt,RCP107686,02-01-025-OG,"OG Strawberries, 8 x 1 lb...",,,5/15/2020,G-CO-135,DURHAM,40,40,0,0,40,0,800,0,No, ,5262,BERRIES,
5/16/2019,Sale,Sales Shipment,SHP103178,03-53-017-OG,"OG Whole Spelt Flour, 25 lb",,,5/15/2020,LM-135,DURHAM,-1,-1,0,0,-1,37.5,-30,0,No, ,5261,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103178,03-54-017-OG,"OG Whole Rye, 20 lb",,,5/15/2020,LM-135,DURHAM,-5,-5,0,0,-5,70.5,-45.1,0,No, ,5260,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103178,03-53-004-OG,"OG Sprouted Wheat Flour, 25 lb.",,,,LM-135,DURHAM,-1,-1,0,0,-1,22.81,-18.25,0,No, ,5259,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103178,03-53-016-OG,"OG Whole Wheat Flour, 50 lb.",,,5/15/2020,LM-135,DURHAM,-1,-1,0,0,-1,35.94,-28.75,0,No, ,5258,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103177,03-53-013-OG,"OG Yellow Corn Grits, 25 lb",,,5/15/2020,LM-135,DURHAM,-1,-1,0,0,-1,29.69,-23.75,0,No, ,5257,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103177,03-53-018-OG,"OG Yellow Corn Grits, 2 lb",,,5/15/2020,LM-135,DURHAM,-4,-4,0,0,-4,22.52,-18,0,No, ,5256,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103177,03-53-003-OG,"OG Sprouted Ancient Grains Flour, 25 lb.",,,,LM-135,DURHAM,-1,-1,0,0,-1,52.5,-42,0,No, ,5255,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103177,03-53-015-OG,"OG Whole Wheat Flour, 25 lb",,,5/15/2020,LM-135,DURHAM,-1,-1,0,0,-1,17.98,-14.38,0,No, ,5254,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103177,03-53-005-OG,"OG Unbleached Bread Flour, 25 lb.",,,5/9/2020,LM-129,DURHAM,-1,-1,0,0,-1,22.35,-17.88,0,No, ,5253,GROC FLOUR GRAINS,
5/16/2019,Sale,Sales Shipment,SHP103177,03-53-002-OG,"OG All Purpose Flour, 25 lb.",,,,LM-135,DURHAM,-1,-1,0,0,-1,21.41,-17.13,0,No, ,5252,GROC FLOUR GRAINS,
5/16/2019,Negative Adjmt., ,5/13/19 SALES CRCT,03-53-002-OG,"OG All Purpose Flour, 25 lb.",,,,LM-135,DURHAM,-2,-2,0,0,-2,0,-34.25,0,No, ,5251,GROC FLOUR GRAINS,
